freq__2019-06-28_12-09-26_,rs__2019-06-28_12-09-26_,xs__2019-06-28_12-09-26_,freq__2019-06-28_12-12-26_,rs__2019-06-28_12-12-26_,xs__2019-06-28_12-12-26_,freq__2019-06-28_12-14-11_,rs__2019-06-28_12-14-11_,xs__2019-06-28_12-14-11_,freq__2019-06-28_12-15-56_,rs__2019-06-28_12-15-56_,xs__2019-06-28_12-15-56_,freq__2019-06-28_12-17-41_,rs__2019-06-28_12-17-41_,xs__2019-06-28_12-17-41_,freq__2019-06-28_12-19-26_,rs__2019-06-28_12-19-26_,xs__2019-06-28_12-19-26_,freq__2019-06-28_12-21-11_,rs__2019-06-28_12-21-11_,xs__2019-06-28_12-21-11_,freq__2019-06-28_12-22-56_,rs__2019-06-28_12-22-56_,xs__2019-06-28_12-22-56_,freq__2019-06-28_12-24-41_,rs__2019-06-28_12-24-41_,xs__2019-06-28_12-24-41_
24750171.0,8.734375,-259.25,24750155.0,8.703125,-259.25,24750139.0,8.5546875,-259.0,24750184.0,8.3203125,-259.0,24750168.0,8.28125,-259.0,24750183.0,8.25,-259.0,24750198.0,8.25,-259.0,24750182.0,8.1953125,-259.25,24750227.0,8.125,-259.0
24750201.0,8.796875,-259.0,24750185.0,8.671875,-259.25,24750169.0,8.6171875,-259.0,24750214.0,8.4296875,-259.0,24750198.0,8.2734375,-259.0,24750213.0,8.328125,-259.0,24750228.0,8.265625,-259.0,24750212.0,8.296875,-259.25,24750257.0,8.21875,-259.0
24750231.0,8.7890625,-259.0,24750215.0,8.734375,-259.25,24750199.0,8.53125,-259.0,24750244.0,8.5,-259.0,24750228.0,8.328125,-259.0,24750243.0,8.328125,-259.0,24750258.0,8.3046875,-259.0,24750242.0,8.234375,-259.25,24750287.0,8.3125,-259.0
24750261.0,8.8203125,-259.0,24750245.0,8.703125,-259.0,24750229.0,8.5859375,-259.0,24750274.0,8.4296875,-259.0,24750258.0,8.3828125,-259.0,24750273.0,8.3828125,-259.0,24750288.0,8.2734375,-259.0,24750272.0,8.28125,-259.0,24750317.0,8.296875,-259.0
24750291.0,8.78125,-259.0,24750275.0,8.7734375,-259.0,24750259.0,8.6015625,-259.0,24750304.0,8.515625,-258.75,24750288.0,8.375,-259.0,24750303.0,8.3046875,-259.0,24750318.0,8.25,-259.0,24750302.0,8.3203125,-259.0,24750347.0,8.3125,-259.0
24750321.0,8.828125,-259.0,24750305.0,8.6953125,-259.0,24750289.0,8.5625,-259.0,24750334.0,8.4609375,-258.75,24750318.0,8.40625,-258.75,24750333.0,8.390625,-259.0,24750348.0,8.2421875,-258.75,24750332.0,8.2265625,-259.0,24750377.0,8.2734375,-258.75
24750351.0,8.7890625,-259.0,24750335.0,8.7578125,-259.0,24750319.0,8.6328125,-259.0,24750364.0,8.4609375,-258.75,24750348.0,8.3671875,-258.75,24750363.0,8.3984375,-258.75,24750378.0,8.3125,-258.75,24750362.0,8.2734375,-258.75,24750407.0,8.234375,-258.75
24750381.0,8.75,-258.75,24750365.0,8.6640625,-259.0,24750349.0,8.65625,-258.75,24750394.0,8.5078125,-258.75,24750378.0,8.40625,-258.75,24750393.0,8.40625,-258.75,24750408.0,8.328125,-258.75,24750392.0,8.3203125,-258.75,24750437.0,8.2734375,-258.75
24750411.0,8.7578125,-258.75,24750395.0,8.78125,-258.75,24750379.0,8.6953125,-258.75,24750424.0,8.5,-258.75,24750408.0,8.375,-258.75,24750423.0,8.328125,-258.75,24750438.0,8.3125,-258.75,24750422.0,8.34375,-258.75,24750467.0,8.296875,-258.75
24750441.0,8.796875,-258.75,24750425.0,8.7578125,-258.75,24750409.0,8.6328125,-258.75,24750454.0,8.6171875,-258.5,24750438.0,8.3984375,-258.75,24750453.0,8.28125,-258.75,24750468.0,8.296875,-258.75,24750452.0,8.2890625,-258.75,24750497.0,8.234375,-258.75
